Account Type;Member Tags;User Tags;RSVP'ed;Registration Date;Registration Option;Are you an IE Alumni?;Year of graduation;Degree;Section (please, type N/A if this is not applicable to your program);Country;I'm interested in networking around ... (please choose one);Please let us know if you have any allergies or dietary restrictions:;Which roles are you most interested in? (Mark all that apply);Attendee's Comment;Officer's Notes;Paid;Quantity;Payment Status;Payment Date;Checked-In Date;Gateway Number;Event Registration UID;Unnamed: 40
Alumni;"""IMBA Nov 2013,Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio,SUNDAY 9 de junio,GALA""";"""UNITED STATES OF AMERICA,Programa Master_en,English,non_associate,Alumni,GAW 24,Last Online after 2020""";Yes;1/30/2024 9:35:04 PM;Gala Dinner Spring Sale Ticket - ENDED;Yes;2014;International MBA;N3;United States Of America;;No;;;;179.0;1.0;COMPLETE;5/16/2024 10:42:43 PM;6/18/2024 12:57:17 PM;e4eksb67;c8ae04a0-bfae-11ee-af10-0a31732c095b;
Undergraduate Student;"""Volunteer,FRIDAY June 7th,SATURDAY 8 de junio""";"""SPAIN,Degree,English,non_associate,Madrid,Student,BDBA MAD SEP-2023,BDBA MAD,BDBA,CL officers mixer 2024,SciTech - Bach,Sophomore""";Yes;5/28/2024 7:16:44 PM;Volunteers;;;;;Spain;Technology ;No;Networking sessions,Masterclasses,Campus Tours;;;0.0;1.0;COMPLETE;5/28/2024 6:15:53 PM;06/08/2024 9:24;Unknown;c12b2dcd-1c3c-11ef-a511-02b922c01bc9;
Alumni;"""Volunteer,FRIDAY June 7th,SUNDAY 9 de junio,SATURDAY 8 de junio""";"""Programa Master_en,English,non_associate,Egypt,Madrid,Alumni,MCSBT SEP-2023,MCSBT""";Yes;5/28/2024 7:35:11 PM;Volunteers;;;;;Egypt;Technology ;No Allergies;Registration,Networking sessions,Lifts and navigation,Campus Tours,Social media;;;0.0;1.0;COMPLETE;5/28/2024 6:31:26 PM;6/13/2024 10:22:41 AM;Unknown;ba7ea3b6-1cf5-11ef-81b6-02b922c01bc9;
Undergraduate Student;"""Volunteer,FRIDAY June 7th,SATURDAY 8 de junio""";"""SPAIN,Degree,English,non_associate,Madrid,BBABIR MAD SEP-2021,Student,GAW 24,Last Online after 2020""";Yes;5/28/2024 8:56:24 PM;Volunteers;;;;;Spain;Diversified Industries (FMCG, Healthcare, Industrial, Luxury, Retail, Pharma, Energy, Hospitality, Sports, etc.);No;Registration,Lifts and navigation,Campus Tours;;;0.0;1.0;COMPLETE;5/28/2024 7:54:56 PM;06/08/2024 9:21;Unknown;c69a86d4-1d23-11ef-81b6-02b922c01bc9;
Alumni;"""Volunteer,SATURDAY 8 de junio""";"""SPAIN,Programa Master_en,Degree,English,non_associate,BBSS SEP-2019,Madrid,Segovia,Alumni,MDCB SEP-2023,BBSS,MDCB""";Yes;5/28/2024 9:26:45 PM;Volunteers;;;;;Spain;Media & Entertainment;I don't;Social media;;;0.0;1.0;COMPLETE;5/28/2024 8:23:38 PM;06/11/2024 11:59;Unknown;a314e35d-1ce7-11ef-81b6-02b922c01bc9;
Graduate Student;"""Volunteer,SATURDAY 8 de junio,FRIDAY June 7th""";"""JAPAN,Programa Master_en,English,non_associate,Madrid,Student,IMBA-ENG15 ENE-2024,IMBA-ENG15,GAW 24,Last Online after 2020""";Yes;5/28/2024 9:53:03 PM;Volunteers;;;;;Japan;Technology ;;Registration,Masterclasses;;;0.0;1.0;COMPLETE;5/28/2024 8:51:41 PM;06/08/2024 9:55;Unknown;a415dbf8-1cf5-11ef-81b6-02b922c01bc9;
Alumni;"""Volunteer,SATURDAY 8 de junio""";"""SPAIN,Programa Master_en,English,associate,Madrid,Alumni,IMBA-ENG15 SEP-2023,IMBA-ENG15""";Yes;5/28/2024 10:45:09 PM;Volunteers;;;;;Spain;Technology ;No;Networking sessions;Available on Friday ;;0.0;1.0;COMPLETE;5/28/2024 9:43:33 PM;06/08/2024 9:20;Unknown;de8f37d9-1cdc-11ef-81b6-02b922c01bc9;
Alumni;"""Visibility YES,FRIDAY June 7th,SUNDAY 9 de junio""";"""SPAIN,Programa Master_en,English,associate,Madrid,Alumni,Programa Master Oficial_en,MBA (OF),IXMBABW,GAW 24,Last Online after 2020""";Yes;5/28/2024 11:59:25 PM;GAW Spring Sale Ticket - ENDED;Yes;2011;MASTER IN BUSINESS ADMINISTRATION;;Spain;Diversified Industries (FMCG, Healthcare, Industrial, Luxury, Retail, Pharma, Energy, Hospitality, Sports, etc.);;;;;129.0;1.0;COMPLETE;5/28/2024 10:56:54 PM;06/08/2024 9:48;hjepd259;323f7fe2-1d3d-11ef-81b6-02b922c01bc9;
Alumni;"""Visibility YES,SATURDAY 8 de junio,GALA""";"""SPAIN,Programa Master_en,English,non_associate,IMBA-ENG SEP-2015,Madrid,Alumni,IMBA-ENG""";Yes;5/29/2024 1:33:18 AM;GAW + Gala Dinner Spring Sale Ticket - ENDED;Yes;2016;International MBA;;Spain;Real Estate / Arquitecture / Design;;;;;308.0;1.0;COMPLETE;5/29/2024 12:29:37 AM;06/08/2024 12:45;pnhq65eq;25cde769-1d4a-11ef-81b6-02b922c01bc9;
Alumni;"""Visibility YES,SATURDAY 8 de junio,SUNDAY 9 de junio,GALA""";"""Programa Master_en,MDGM-PT,English,non_associate,Turkey,MDGM-PT MAR-2021,Madrid,Alumni""";Yes;05/04/2024 14:49;Gala Dinner Spring Sale Ticket - ENDED;Yes;2022;Master in Digital Marketing Part Time;;Turkey;;No;;;;179.0;1.0;COMPLETE;05/04/2024 13:47;06/12/2024 13:40;5453rp51;81446563-0a14-11ef-807f-02b922c01bc9;
Alumni;"""Visibility YES,SATURDAY 8 de junio,SUNDAY 9 de junio,GALA""";"""Programa Master_en,MDGM-PT,English,non_associate,Turkey,MDGM-PT MAR-2021,Madrid,Alumni""";Yes;05/04/2024 14:49;GAW Spring Sale Ticket - ENDED;Yes;2022;Master in Digital Marketing Part Time;;Turkey;Diversified Industries (FMCG, Healthcare, Industrial, Luxury, Retail, Pharma, Energy, Hospitality, Sports, etc.);No;;;;129.0;1.0;COMPLETE;5/29/2024 3:38:02 PM;06/08/2024 12:37;624qs9kc;81446563-0a14-11ef-807f-02b922c01bc9;
Graduate Student;"""Volunteer,SATURDAY 8 de junio,FRIDAY June 7th""";"""SPAIN,Programa Master_en,English,non_associate,Madrid,Student,IMBA-ENG15 ENE-2024,IMBA-ENG15,Last Online after 2020""";Yes;5/29/2024 5:28:20 PM;Volunteers;;;;;Mexico;Technology ;None ;Networking sessions,Masterclasses;;;0.0;1.0;COMPLETE;5/29/2024 4:27:23 PM;06/08/2024 12:21;Unknown;85b46bdd-1219-11ef-a511-02b922c01bc9;
Undergraduate Student;"""Volunteer,SATURDAY 8 de junio""";"""SPAIN,Degree,English,non_associate,Segovia,LLBBIR,Undergraduate,Student,LLBBIR - SEP-2023,LLBBIR [2504110],LLBBIR SEP-2023,LLBBIR SEG,LLBBIR SEG SEP-2023,CL officers mixer 2024""";Yes;5/29/2024 5:29:02 PM;Volunteers;;;;;Poland;Law;I am vegetarian.;Registration,Lifts and navigation,Masterclasses;;;0.0;1.0;COMPLETE;5/29/2024 4:27:11 PM;06/11/2024 11:32;Unknown;eb8c6b06-1dcf-11ef-81b6-02b922c01bc9;
Undergraduate Student;"""Volunteer,SATURDAY 8 de junio""";"""SPAIN,Degree,English,non_associate,Madrid,Undergraduate,Student,PPLE SEP-2023,PPLE MAD SEP-2023,PPLE MAD,PPLE,GAW 24,Last Online after 2020,CL officers mixer 2024""";Yes;5/29/2024 5:29:02 PM;Volunteers;;;;;Ukraine;International Development and Social Impact ;No.;Networking sessions,Masterclasses;;;0.0;1.0;COMPLETE;5/29/2024 4:27:26 PM;06/11/2024 11:49;Unknown;f417eebb-1dcf-11ef-81b6-02b922c01bc9;
Undergraduate Student;"""Volunteer,FRIDAY June 7th,SATURDAY 8 de junio""";"""SPAIN,Degree,English,non_associate,Madrid,Student,BDBA MAD SEP-2023,BDBA MAD,BDBA,GAW 24,Last Online after 2020,CL officers mixer 2024,SciTech - Bach,Sophomore""";Yes;5/29/2024 5:33:46 PM;Volunteers;;;;;Spain;Consulting;no;Networking sessions,Campus Tours;;;0.0;1.0;COMPLETE;5/29/2024 4:24:32 PM;06/08/2024 9:24;Unknown;8c649ba8-1dcf-11ef-81b6-02b922c01bc9;
Undergraduate Student;"""Volunteer,FRIDAY June 7th""";"""PORTUGAL,Degree,BBALLB,English,non_associate,Madrid,BBALLB SEP-2022,Undergraduate,Student,BBALLB MAD - SEP-2022,BBALLB MAD,GAW 24,Last Online after 2020,BBALLB MAD SEP-2022""";Yes;5/29/2024 5:36:23 PM;Volunteers;;;;;Portugal;Law;No;Registration,Masterclasses;;;0.0;1.0;COMPLETE;5/29/2024 4:27:21 PM;06/08/2024 15:13;Unknown;f138d7e4-1dcf-11ef-81b6-02b922c01bc9;
Alumni;"""Volunteer,FRIDAY June 7th""";"""UNITED ARAB EMIRATES,Programa Master_en,English,associate,Madrid,Alumni,EMID SEP-2023,EMID""";Yes;5/29/2024 5:41:19 PM;Volunteers;;;;;United Arab Emirates;International Development and Social Impact ;No;Registration,Masterclasses;;;0.0;1.0;COMPLETE;5/29/2024 4:39:59 PM;06/08/2024 9:23;Unknown;fb8654f7-1dcf-11ef-81b6-02b922c01bc9;
Graduate Student;"""Volunteer,FRIDAY June 7th,SATURDAY 8 de junio""";"""SPAIN,Programa Master_en,English,non_associate,Madrid,Student,IMBA-ENG15 ENE-2024,IMBA-ENG15""";Yes;5/29/2024 5:41:44 PM;Volunteers;;;;;Spain;Technology ;;Networking sessions,Masterclasses;;;0.0;1.0;COMPLETE;5/29/2024 4:40:11 PM;06/07/2024 16:58;Unknown;bc79a284-1dd1-11ef-81b6-02b922c01bc9;
Alumni;"""""";"""SPAIN,Programa Master_en,English,associate,Alumni,Last Online after 2020""";Yes;5/29/2024 7:43:43 PM;Class Reunion Committee Members;Yes;2019;International MBA;S2;United States Of America;Technology ;;;;;65.0;1.0;COMPLETE;5/29/2024 6:42:35 PM;;pyx2zeem;d5b99dad-1de2-11ef-81b6-02b922c01bc9;
Alumni;"""Visibility YES,SATURDAY 8 de junio,SUNDAY 9 de junio""";"""SPAIN,Programa Master_en,Spanish,non_associate,Madrid,Alumni,MBAP,GAW 24,Last Online after 2020""";Yes;5/30/2024 12:42:51 AM;GAW Spring Sale Ticket - ENDED;Yes;2004;MBA part-time;;Spain;Real Estate / Arquitecture / Design;No allergies or dietary restrictions;;;;129.0;1.0;COMPLETE;5/29/2024 11:36:39 PM;06/08/2024 10:45;pd5gd6xv;ea46f271-1e0b-11ef-81b6-02b922c01bc9;
Alumni;"""IMBA Nov 2013,Visibility YES,Club Leader,FRIDAY June 7th,SUNDAY 9 de junio,GALA""";"""SINGAPORE,Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ENG,GAW 24,Last Online after 2020""";Yes;5/30/2024 6:00:22 AM;Club Leaders;Yes;2014;International MBA;N4;Singapore;Diversified Industries (FMCG, Healthcare, Industrial, Luxury, Retail, Pharma, Energy, Hospitality, Sports, etc.);;;Excited!;;50.0;1.0;COMPLETE;5/30/2024 4:52:27 AM;06/07/2024 17:08;esx62ybe;07d400ab-1e38-11ef-81b6-02b922c01bc9;
Alumni;"""IMBA Nov 2013,Visibility YES,Club Leader,FRIDAY June 7th,SUNDAY 9 de junio,GALA""";"""SINGAPORE,Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ENG,GAW 24,Last Online after 2020""";Yes;5/30/2024 6:00:22 AM;Gala Dinner Spring Sale Ticket - ENDED;Yes;2014;IMBA;N4;Singapore;;None. ;;Excited!;;179.0;1.0;COMPLETE;5/30/2024 4:52:27 AM;6/18/2024 4:55:34 PM;esx62ybe;07d400ab-1e38-11ef-81b6-02b922c01bc9;
Alumni;"""GALA""";"""SPAIN,Programa Master_en,Spanish,non_associate,Madrid,Alumni,MAJ,Last Online after 2020""";Yes;5/30/2024 12:12:17 PM;Gala Dinner Spring Sale Ticket - ENDED;Yes;1999;Master en Asesoría Jurídica de Empresas (LL.M.);N;Spain;;NO;;;;179.0;1.0;COMPLETE;5/30/2024 11:07:24 AM;6/18/2024 4:20:15 PM;1q744qx9;6961d5bd-1e6c-11ef-9073-0a31732c095b;
Alumni;"""Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio""";"""LEBANON,MIM-English,Programa Master_en,Degree,English,non_associate,Madrid,Alumni,BBA [2501149],GAW 24,Last Online after 2020""";Yes;5/30/2024 12:23:10 PM;GAW Spring Sale Ticket - ENDED;Yes;2014;Bachelor in Business Administration Segovia Campus;;Spain;Diversified Industries (FMCG, Healthcare, Industrial, Luxury, Retail, Pharma, Energy, Hospitality, Sports, etc.);No raw meat and seafood - MEDICAL REASONS;;;;129.0;1.0;COMPLETE;5/30/2024 11:18:10 AM;06/07/2024 16:57;49d872dd;ea4d5f5a-1e6d-11ef-9073-0a31732c095b;
Alumni;"""Visibility YES,FRIDAY June 7th,SUNDAY 9 de junio""";"""MIM-English,Programa Master_en,Proyectos Especiales,English,associate,MIM-English ENE-2021,IM-MASTER JUN-2020,Madrid,Alumni,IM-MASTER,GAW 24,Last Online after 2020""";Yes;5/30/2024 1:01:18 PM;GAW Spring Sale Ticket - ENDED;Yes;2021;Master in Management;J3 and IB;India;Diversified Industries (FMCG, Healthcare, Industrial, Luxury, Retail, Pharma, Energy, Hospitality, Sports, etc.);No;;;;129.0;1.0;COMPLETE;5/30/2024 11:58:52 AM;06/07/2024 16:25;2p9mjtra;99ef111b-1e73-11ef-9073-0a31732c095b;
Undergraduate Student;"""Volunteer,FRIDAY June 7th,SATURDAY 8 de junio""";"""SPAIN,Degree,English,non_associate,Madrid,LLBBIR SEP-2020,LLBBIR MAD SEP-2020,LLBBIR,LLBBIR MAD,Undergraduate,Student,LLBBIR MAD [2504110],GAW 24,Last Online after 2020""";Yes;5/30/2024 2:19:43 PM;Volunteers;;;;;Venezuela;International Development and Social Impact ;No;Registration,Masterclasses;if it is possible, I would like to have an additional ribon of law since I study both degrees: LLBBIR;;0.0;1.0;COMPLETE;5/30/2024 1:06:12 PM;06/11/2024 11:56;Unknown;a249d586-1cf5-11ef-81b6-02b922c01bc9;
Alumni;"""Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio""";"""UNITED STATES OF AMERICA,Programa Master_en,English,non_associate,Madrid,Alumni,Programa Master Oficial_en,MBA (OF),IEBEXMBA,GAW 24,Last Online after 2020""";Yes;5/30/2024 2:22:34 PM;GAW Spring Sale Ticket - ENDED;Yes;2012;IE Brown Executive MBA;Na;France;Diversified Industries (FMCG, Healthcare, Industrial, Luxury, Retail, Pharma, Energy, Hospitality, Sports, etc.);None.;;;;129.0;1.0;COMPLETE;5/30/2024 1:19:45 PM;06/12/2024 12:01;kc82jg6k;e6d99cb3-1e7e-11ef-9073-0a31732c095b;
Alumni;"""Club Leader,Visibility YES,SATURDAY 8 de junio,FRIDAY June 7th,GALA""";"""SWITZERLAND,Programa Master_en,English,non_associate,Madrid,Alumni,EMBA-EN-BL - SEP-2015,EMBA-EN-BL""";Yes;1/27/2024 9:11:40 PM;Club Leaders;Yes;2016;Executive MBA English Blended;S1;Switzerland;International Development and Social Impact ;no;;Pescatarian (I eat fish and vegetarian options but NOT meat);;50.0;1.0;COMPLETE;1/27/2024 8:06:52 PM;06/07/2024 16:44;nzkhanjs;399c1385-bd0c-11ee-b416-0a31732c095b;
Alumni;"""Club Leader,Visibility YES,SATURDAY 8 de junio,FRIDAY June 7th,GALA""";"""SWITZERLAND,Programa Master_en,English,non_associate,Madrid,Alumni,EMBA-EN-BL - SEP-2015,EMBA-EN-BL""";Yes;1/27/2024 9:11:40 PM;Gala Dinner Spring Sale Ticket - ENDED;Yes;2016;Executive MBA English Blended;S1;Switzerland;;Pescatarian (I eat fish and vegetarian options but NOT meat);;Pescatarian (I eat fish and vegetarian options but NOT meat);;179.0;1.0;COMPLETE;5/30/2024 2:20:49 PM;6/19/2024 12:51:35 PM;f1vncqmc;399c1385-bd0c-11ee-b416-0a31732c095b;
Staff;"""FRIDAY June 7th,GALA""";"""Staff,GAW 24,Last Online after 2020""";Yes;5/30/2024 3:50:57 PM;GAW + Gala Dinner Spring Sale Ticket - ENDED;No;Not applicable;Not Applicable ;;France;Diversified Industries (FMCG, Healthcare, Industrial, Luxury, Retail, Pharma, Energy, Hospitality, Sports, etc.);Non;;;;308.0;1.0;COMPLETE;5/31/2024 11:00:54 AM;06/07/2024 20:19;ezcpqc0h;3039d05a-1e8b-11ef-9073-0a31732c095b;
Alumni;"""Volunteer,SATURDAY 8 de junio,SUNDAY 9 de junio""";"""NETHERLANDS,Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ENG15 SEP-2023,IMBA-ENG15""";Yes;5/30/2024 4:02:12 PM;Volunteers;;;;;Netherlands;International Development and Social Impact ;No;Networking sessions;;;0.0;1.0;COMPLETE;5/30/2024 3:00:45 PM;06/11/2024 11:36;Unknown;02e69a32-1e8d-11ef-9073-0a31732c095b;
Undergraduate Student;"""Volunteer,SATURDAY 8 de junio""";"""SPAIN,Degree,English,non_associate,LLB MAD SEP-2021,LLB SEP-2021,Madrid,Undergraduate,Student,LLB MAD SEP-2022,LLB MAD,LLB,GAW 24,Last Online after 2020""";Yes;5/30/2024 4:09:05 PM;Volunteers;;;;;Spain;International Development and Social Impact ;No;Networking sessions;;;0.0;1.0;COMPLETE;5/30/2024 3:01:36 PM;06/11/2024 11:35;Unknown;20f367d5-1e8d-11ef-9073-0a31732c095b;
Alumni;"""GALA""";"""SPAIN,Programa Master_en,Executive Programs,Spanish,non_associate,Madrid,Alumni,MAJ,FORO ENERGETICO,Last Online after 2020""";Yes;5/30/2024 6:25:25 PM;Gala Dinner Spring Sale Ticket - ENDED;Yes;2003;ENERGY FORUM   (only available in Spanish);;Spain;;No;;;;179.0;1.0;COMPLETE;5/30/2024 5:23:33 PM;6/18/2024 4:54:03 PM;3sx6tkcb;f5a108be-1ea0-11ef-9073-0a31732c095b;
Alumni;"""Visibility YES,SATURDAY 8 de junio""";"""SPAIN,Programa Master_en,Spanish,non_associate,Madrid,Alumni,MBAP,GAW 24,Last Online after 2020""";Yes;5/30/2024 6:49:15 PM;GAW Spring Sale Ticket - ENDED;Yes;2004;MBA part-time;;Spain;Diversified Industries (FMCG, Healthcare, Industrial, Luxury, Retail, Pharma, Energy, Hospitality, Sports, etc.);;;;;129.0;1.0;COMPLETE;5/30/2024 5:44:41 PM;06/08/2024 10:27;k7gswa4p;e98b2d6a-1ea3-11ef-9073-0a31732c095b;
Alumni;"""IMBA April 2013,FRIDAY June 7th,SATURDAY 8 de junio""";"""Programa Master_en,English,non_associate,Madrid,Alumni,Chad,IMBA-ENG,GAW 24,Last Online after 2020""";Yes;5/30/2024 8:16:44 PM;GAW Spring Sale Ticket - ENDED;Yes;2014;International MBA;A3;Saudi Arabia;International Development and Social Impact ;No allergies ;;;;129.0;1.0;COMPLETE;5/30/2024 7:05:09 PM;06/07/2024 16:14;ejqbxnyg;26fd309c-1eaf-11ef-9073-0a31732c095b;
Alumni;"""GALA""";"""SPAIN,Programa Master_en,Spanish,associate,Madrid,Alumni,MEAJ-ES-BL NOV-2022,MEAJ-ES-BL,Last Online after 2020""";Yes;5/30/2024 8:49:37 PM;Gala Dinner Spring Sale Ticket - ENDED;Yes;2023;Máster ejecutivo en asesoría jurídica de los negocios;N/A (Can I please be seated with Franco Imperial part of the Master in Advanced Finance Program, Year 2018 Graduation);Spain;;;;Can I please be seated with Franco Imperial part of the Master in Advanced Finance Program, Year 2018 Graduation;;179.0;1.0;COMPLETE;5/30/2024 7:47:15 PM;6/18/2024 4:03:18 PM;27v85yba;08edd7d9-1eb5-11ef-9073-0a31732c095b;
Alumni;"""IMBA Sept 2018""";"""UNITED STATES OF AMERICA,Programa Master_en,English,associate,Madrid,Alumni,IMBA-ENG,GAW 24,Last Online after 2020""";Yes;5/30/2024 8:56:05 PM;GAW Spring Sale Ticket - ENDED;Yes;2019;International MBA;S2;United States Of America;Finance;;;;;129.0;1.0;COMPLETE;5/30/2024 7:53:23 PM;;d36nh261;e417486d-1eb5-11ef-9073-0a31732c095b;
Alumni;"""Visibility YES,FRIDAY June 7th,SUNDAY 9 de junio,SATURDAY 8 de junio,SATURDAY GUEST""";"""Programa Master_en,English,associate,Ukraine,EMBA-EN ABR-2020,Madrid,HIOPS,IEXL-ENG-FPFR,IEXL-ENG-FPFR NOV-2021,Alumni,MIF SEP-2022,EMBA-EN,MIF,GAW 24,Last Online after 2020""";Yes;5/30/2024 9:13:45 PM;GAW Spring Sale Ticket - ENDED;Yes;2023;Master in Finance;;Ukraine;Consulting;no;;;;129.0;1.0;COMPLETE;5/30/2024 8:07:25 PM;06/07/2024 19:09;89kn1t1f;d99f37ba-1eb7-11ef-9073-0a31732c095b;
Alumni;"""Visibility YES,FRIDAY June 7th,SUNDAY 9 de junio,SATURDAY 8 de junio,SATURDAY GUEST""";"""Programa Master_en,English,associate,Ukraine,EMBA-EN ABR-2020,Madrid,HIOPS,IEXL-ENG-FPFR,IEXL-ENG-FPFR NOV-2021,Alumni,MIF SEP-2022,EMBA-EN,MIF,GAW 24,Last Online after 2020""";Yes;5/30/2024 9:13:45 PM;GAW Spring Sale Ticket - ENDED;Yes;2022;ExMBA;;Ukraine;Consulting;No;;;;129.0;1.0;COMPLETE;5/30/2024 8:07:25 PM;6/14/2024 6:28:34 PM;89kn1t1f;d99f37ba-1eb7-11ef-9073-0a31732c095b;
Alumni;"""IMBA Nov 2013,Visibility YES,FRIDAY June 7th,SUNDAY 9 de junio,SATURDAY 8 de junio""";"""Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ESP,GAW 24,Last Online after 2020""";Yes;5/30/2024 10:31:55 PM;GAW Spring Sale Ticket - ENDED;Yes;2014;International MBA (Español);N8;Mexico;Media & Entertainment;;;;;129.0;1.0;COMPLETE;5/30/2024 9:29:56 PM;06/07/2024 17:55;1897wy6b;612229d0-1ec3-11ef-9073-0a31732c095b;
Graduate Student;"""Volunteer,SATURDAY 8 de junio""";"""Programa Master_en,English,non_associate,Madrid,Liberia,Student,MDBI ABR-2024,MDBI""";Yes;5/30/2024 10:40:13 PM;Volunteers;;;;;Liberia;Consulting;Nope, I dont! ;Registration,Networking sessions,Masterclasses;;;0.0;1.0;COMPLETE;5/30/2024 9:37:32 PM;06/11/2024 11:49;Unknown;70b50589-1ec4-11ef-9073-0a31732c095b;
Alumni;"""Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio,SUNDAY 9 de junio,GALA""";"""Programa Master_en,English,associate,Norway,Madrid,Alumni,GAW 24,Last Online after 2020""";Yes;5/30/2024 11:32:46 PM;GAW + Gala Dinner Spring Sale Ticket - ENDED;Yes;2020;International MBA;;Norway;Technology ;No;;;;308.0;1.0;COMPLETE;5/30/2024 10:29:17 PM;06/07/2024 16:09;gx1g968f;ab4a2866-1ecb-11ef-9073-0a31732c095b;
Alumni;"""Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio""";"""SPAIN,Degree,English,non_associate,Madrid,Alumni,GAW 24,Last Online after 2020""";Yes;5/30/2024 11:44:52 PM;GAW Spring Sale Ticket - ENDED;Yes;2019;Bachelor in Architecture;;Spain;Real Estate / Arquitecture / Design;No;;;;129.0;1.0;COMPLETE;5/30/2024 10:43:00 PM;06/07/2024 16:41;a2ckvygf;95fc93db-1ecd-11ef-9073-0a31732c095b;
Alumni;"""IMBA Nov 2008,FRIDAY June 7th,SATURDAY 8 de junio""";"""QATAR,Programa Master_en,English,non_associate,Madrid,Alumni,Programa Master Oficial_en,IMBA-ENG,MBA (OF),GAW 24,Last Online after 2020""";Yes;5/31/2024 12:21:16 AM;GAW Spring Sale Ticket - ENDED;Yes;2009;MASTER IN BUSINESS ADMINISTRATION;N4;Qatar;Finance;;;;;129.0;1.0;COMPLETE;5/31/2024 12:01:29 PM;06/07/2024 16:40;5zqb90yp;6250f354-1ed2-11ef-9073-0a31732c095b;
Alumni;"""Visibility YES,GALA""";"""UNITED KINGDOM,Programa Master_en,English,associate,Madrid,Alumni,IMBA-ENG""";Yes;5/31/2024 12:53:47 AM;GAW + Gala Dinner Spring Sale Ticket - ENDED;Yes;2020;International MBA;;United Kingdom;Diversified Industries (FMCG, Healthcare, Industrial, Luxury, Retail, Pharma, Energy, Hospitality, Sports, etc.);;;;;308.0;1.0;COMPLETE;5/30/2024 11:50:34 PM;6/19/2024 12:11:43 PM;q57862xm;06301c6d-1ed7-11ef-9073-0a31732c095b;
Alumni;"""Visibility YES""";"""SPAIN,Degree,English,non_associate,Madrid,Alumni,GAW 24,Last Online after 2020""";Yes;5/31/2024 2:37:17 AM;GAW Spring Sale Ticket - ENDED;Yes;2022;Bachelor in Business Administration Madrid Campus;N/a;Spain;International Development and Social Impact ;N/a;;;;129.0;1.0;COMPLETE;5/31/2024 1:33:30 AM;;4kgewbph;67350bf5-1ee5-11ef-9073-0a31732c095b;
Alumni;"""IMBA Nov 2013,Visibility YES,FRIDAY June 7th""";"""Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ENG,GAW 24,Last Online after 2020""";Yes;5/31/2024 2:40:01 AM;GAW Spring Sale Ticket - ENDED;Yes;2014;International MBA (English);N5;United States Of America;Technology ;;;;;129.0;1.0;COMPLETE;5/31/2024 1:37:55 AM;06/07/2024 16:51;545q62r0;053cdb01-1ee6-11ef-9073-0a31732c095b;
Alumni;"""IMBA Nov 2013,Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio,FRIDAY GUEST,SATURDAY GUEST,SUNDAY 9 de junio,SUNDAY GUEST,GALA GUEST,GALA""";"""UNITED ARAB EMIRATES,Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ENG,GAW 24,Last Online after 2020""";Yes;3/17/2024 3:09:51 AM;GAW early bird ticket - ENDED;Yes;2014;International MBA;N5;United States Of America;Real Estate / Arquitecture / Design;;;;2 guests;99.0;1.0;COMPLETE;3/17/2024 2:03:51 AM;06/07/2024 16:40;17jeptth;99b30879-e402-11ee-9d77-0a31732c095b;
Alumni;"""IMBA Nov 2013,Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio,FRIDAY GUEST,SATURDAY GUEST,SUNDAY 9 de junio,SUNDAY GUEST,GALA GUEST,GALA""";"""UNITED ARAB EMIRATES,Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ENG,GAW 24,Last Online after 2020""";Yes;3/17/2024 3:09:51 AM;KIDS AREA TICKET;;;;;;;;;;2 guests;40.0;1.0;COMPLETE;3/17/2024 2:03:51 AM;06/07/2024 16:52;17jeptth;99b30879-e402-11ee-9d77-0a31732c095b;
Alumni;"""IMBA Nov 2013,Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio,FRIDAY GUEST,SATURDAY GUEST,SUNDAY 9 de junio,SUNDAY GUEST,GALA GUEST,GALA""";"""UNITED ARAB EMIRATES,Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ENG,GAW 24,Last Online after 2020""";Yes;3/17/2024 3:09:51 AM;KIDS AREA TICKET;;;;;;;;;;2 guests;40.0;1.0;COMPLETE;3/17/2024 2:03:51 AM;06/07/2024 16:52;17jeptth;99b30879-e402-11ee-9d77-0a31732c095b;
