Account Type;Member Tags;User Tags;RSVP'ed;Registration Date;Registration Option;Are you an IE Alumni?;Year of graduation;Degree;Section (please, type N/A if this is not applicable to your program);Country;I'm interested in networking around ... (please choose one);Please let us know if you have any allergies or dietary restrictions:;Which roles are you most interested in? (Mark all that apply);Attendee's Comment;Officer's Notes;Paid;Quantity;Payment Status;Payment Date;Checked-In Date;Gateway Number;Event Registration UID;Unnamed: 40
Alumni;"""Visibility YES,FRIDAY June 7th,SUNDAY 9 de junio,SATURDAY 8 de junio""";"""INDIA,Programa Master_en,English,non_associate,MBD ABR-2021,IMBA-ENG SEP-2020,Madrid,Alumni,IMBA-ENG,MBD,GAW 24,Last Online after 2020""";Yes;05/08/2024 6:07;GAW Spring Sale Ticket - ENDED;Yes;2022;IMBA + Master in Business Analytics and Big Data;S3;India;Diversified Industries (FMCG, Healthcare, Industrial, Luxury, Retail, Pharma, Energy, Hospitality, Sports, etc.);;;;;129.0;1.0;NOT COMPLETE;05/08/2024 5:06;;;4e5a2b22-0cf0-11ef-bc1b-0a31732c095b;
Alumni;"""IMBA April 2013,Visibility YES,FRIDAY June 7th,FRIDAY GUEST""";"""SINGAPORE,Programa Master_en,English,non_associate,Madrid,Alumni,GAW 24,Last Online after 2020""";Yes;05/11/2024 5:32;GAW early bird ticket - ENDED;;;;;;;;;;;99.0;1.0;NOT COMPLETE;2/14/2024 12:42:52 PM;;;914908a2-cb36-11ee-8caf-02b922c01bc9;
Alumni;"""IMBA April 2013,Visibility YES,FRIDAY June 7th,FRIDAY GUEST""";"""SINGAPORE,Programa Master_en,English,non_associate,Madrid,Alumni,GAW 24,Last Online after 2020""";Yes;05/11/2024 5:32;GAW early bird ticket - ENDED;;;;;;;;;;;99.0;1.0;NOT COMPLETE;2/14/2024 12:42:52 PM;;;914908a2-cb36-11ee-8caf-02b922c01bc9;
Alumni;"""IMBA Nov 2008,FRIDAY June 7th""";"""SPAIN,Programa Master_en,English,non_associate,Madrid,Alumni,Programa Master Oficial_en,IMBA-ENG,MBA (OF)""";Yes;04/03/2024 22:15;GAW early bird ticket - ENDED;Yes;2009;MASTER IN BUSINESS ADMINISTRATION;N1;Spain;Technology ;No;;;;99.0;1.0;NOT COMPLETE;04/03/2024 21:13;;;a096fdb8-f1f6-11ee-b86b-02b922c01bc9;
Alumni;"""IMBA Nov 2008,FRIDAY June 7th""";"""SPAIN,Programa Master_en,English,non_associate,Madrid,Alumni,Programa Master Oficial_en,IMBA-ENG,MBA (OF)""";Yes;04/03/2024 22:15;GAW early bird ticket - ENDED;Yes;2009;MASTER IN BUSINESS ADMINISTRATION;N1;Spain;Technology ;No;;;;99.0;1.0;NOT COMPLETE;04/03/2024 21:55;;;a096fdb8-f1f6-11ee-b86b-02b922c01bc9;
Alumni;"""IMBA Nov 2008,FRIDAY June 7th""";"""SPAIN,Programa Master_en,English,non_associate,Madrid,Alumni,Programa Master Oficial_en,IMBA-ENG,MBA (OF)""";Yes;04/03/2024 22:15;GAW Spring Sale Ticket - ENDED;;;;;;;;;;;129.0;1.0;NOT COMPLETE;04/04/2024 11:17;;;a096fdb8-f1f6-11ee-b86b-02b922c01bc9;
Alumni;"""IMBA Nov 2008,FRIDAY June 7th""";"""SPAIN,Programa Master_en,English,non_associate,Madrid,Alumni,Programa Master Oficial_en,IMBA-ENG,MBA (OF)""";Yes;04/03/2024 22:15;GAW Spring Sale Ticket - ENDED;Yes;2009;MASTER IN BUSINESS ADMINISTRATION;N1;Spain;Technology ;No;;;;129.0;1.0;NOT COMPLETE;05/11/2024 9:25;;;a096fdb8-f1f6-11ee-b86b-02b922c01bc9;
Alumni;"""""";"""SPAIN,Programa Master_en,Spanish,non_associate,Madrid,Alumni,Programa Master Oficial_en,MBA (OF),IXMBABW,MBA (OF) OCT-2011,IXMBABW NOV-2011""";Yes;5/13/2024 11:41:26 AM;Gala Dinner Spring Sale Ticket - ENDED;;;;;;;;;;;179.0;1.0;NOT COMPLETE;04/02/2024 8:17;;;0375fe14-f0c1-11ee-b86b-02b922c01bc9;
Alumni;"""""";"""SPAIN,Programa Master_en,Spanish,non_associate,Madrid,Alumni,Programa Master Oficial_en,MBA (OF),IXMBABW,MBA (OF) OCT-2011,IXMBABW NOV-2011""";Yes;5/13/2024 11:41:26 AM;Gala Dinner Spring Sale Ticket - ENDED;;;;;;;;;;;179.0;1.0;NOT COMPLETE;04/02/2024 8:17;;;0375fe14-f0c1-11ee-b86b-02b922c01bc9;
Alumni;"""IMBA Nov 2013,Visibility YES,FRIDAY GUEST,FRIDAY June 7th,SUNDAY 9 de junio,SUNDAY GUEST,SATURDAY 8 de junio,SATURDAY GUEST""";"""SWITZERLAND,Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ENG""";Yes;04/04/2024 0:10;GAW early bird ticket - ENDED;Yes;2015;International MBA (English); /a;Switzerland;Technology ;N/a;;;;99.0;1.0;NOT COMPLETE;04/03/2024 21:49;;;aeceab6d-f1fb-11ee-b86b-02b922c01bc9;
Alumni;"""IMBA Nov 2013,Visibility YES,FRIDAY GUEST,FRIDAY June 7th,SUNDAY 9 de junio,SUNDAY GUEST,SATURDAY 8 de junio,SATURDAY GUEST""";"""SWITZERLAND,Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ENG""";Yes;04/04/2024 0:10;GAW early bird ticket - ENDED;Yes;2015;MIM;N/a;Switzerland;Consulting;N/a;;;;99.0;1.0;NOT COMPLETE;04/03/2024 21:49;;;aeceab6d-f1fb-11ee-b86b-02b922c01bc9;
Alumni;"""GXMBA Oct 2018,Visibility YES,FRIDAY June 7th,GALA GUEST,GALA""";"""Programa Master_en,English,associate,South Korea,Madrid,Alumni,GXMBA,GXMBA OCT-2018""";Yes;2/21/2024 11:00:56 PM;Class Reunion Committee Members;Yes;2019;Global Executive MBA;;Germany;Diversified Industries (FMCG, Healthcare, Industrial, Luxury, Retail, Pharma, Energy, Hospitality, Sports, etc.);;;;;65.0;1.0;NOT COMPLETE;2/21/2024 9:53:07 PM;;;98f72dd4-d103-11ee-a691-02b922c01bc9;
Alumni;"""GXMBA Oct 2018,Visibility YES,FRIDAY June 7th,GALA GUEST,GALA""";"""Programa Master_en,English,associate,South Korea,Madrid,Alumni,GXMBA,GXMBA OCT-2018""";Yes;2/21/2024 11:00:56 PM;Gala Dinner Spring Sale Ticket - ENDED;;;;;;;;;;;179.0;1.0;NOT COMPLETE;5/14/2024 3:50:24 PM;;;98f72dd4-d103-11ee-a691-02b922c01bc9;
Alumni;"""GXMBA Oct 2018,Visibility YES,FRIDAY June 7th,GALA GUEST,GALA""";"""Programa Master_en,English,associate,South Korea,Madrid,Alumni,GXMBA,GXMBA OCT-2018""";Yes;2/21/2024 11:00:56 PM;Gala Dinner Spring Sale Ticket - ENDED;;;;;;;;;;;179.0;1.0;NOT COMPLETE;5/14/2024 3:50:24 PM;;;98f72dd4-d103-11ee-a691-02b922c01bc9;
Alumni;"""Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio,GALA""";"""SPAIN,MIM-English,Programa Master_en,English,associate,Madrid,Alumni,GAW 24,Last Online after 2020""";Yes;5/14/2024 3:34:11 PM;GAW Spring Sale Ticket - ENDED;Yes;2017;Master in Management;Sales and Marketing;Saudi Arabia;Media & Entertainment;Seafood, pork;;;;129.0;1.0;NOT COMPLETE;5/14/2024 2:29:36 PM;;;01d484aa-11f6-11ef-a511-02b922c01bc9;
Alumni;"""Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio,GALA""";"""SPAIN,MIM-English,Programa Master_en,English,associate,Madrid,Alumni,GAW 24,Last Online after 2020""";Yes;5/14/2024 3:34:11 PM;Gala Dinner Spring Sale Ticket - ENDED;Yes;2017;Master in management ;Sales and marketing;Saudi Arabia;;Seafood, pork;;;;179.0;1.0;NOT COMPLETE;5/14/2024 2:29:36 PM;;;01d484aa-11f6-11ef-a511-02b922c01bc9;
Alumni;"""Visibility YES,Club Leader,FRIDAY June 7th,SATURDAY 8 de junio,SUNDAY 9 de junio""";"""UNITED STATES OF AMERICA,Programa Master_en,English,associate,Madrid,Alumni,EMBA-ES-BL - MAY-2015,GAW 24,Last Online after 2020""";Yes;5/15/2024 2:36:47 PM;Club Leaders;;;;;;;;;;;50.0;1.0;NOT COMPLETE;4/29/2024 2:36:21 PM;;;773e0038-062d-11ef-8aa7-0a31732c095b;
Alumni;"""""";"""Programa Master_en,English,associate,GOMBA SEP-2020,Madrid,Alumni,Last Online after 2020""";Yes;5/15/2024 4:07:34 PM;GAW Spring Sale Ticket - ENDED;Yes;2022;Global Online MBA;S2;Saudi Arabia;Diversified Industries (FMCG, Healthcare, Industrial, Luxury, Retail, Pharma, Energy, Hospitality, Sports, etc.);No pork;;;;129.0;1.0;NOT COMPLETE;5/15/2024 3:05:48 PM;;;3b41d0b1-12c4-11ef-a511-02b922c01bc9;
Alumni;"""IMBA Oct 2003,Visibility YES,SATURDAY 8 de junio,SUNDAY 9 de junio,SATURDAY GUEST,SUNDAY GUEST""";"""SPAIN,Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ENG,GAW 24,Last Online after 2020""";Yes;5/15/2024 7:44:08 PM;GAW Spring Sale Ticket - ENDED;Yes;2004;International MBA;yes;;;;;;;;;;;;;;
;Spain;International Development and Social Impact ;;;;;129.0;1.0;NOT COMPLETE;5/15/2024 6:37:56 PM;;25aaa935-d075-e011-8943-005056b42592;;ab3c69c1-12df-11ef-a511-02b922c01bc9;;;;;;;;;
Alumni;"""IMBA Oct 2003,Visibility YES,SATURDAY 8 de junio,SUNDAY 9 de junio,SATURDAY GUEST,SUNDAY GUEST""";"""SPAIN,Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ENG,GAW 24,Last Online after 2020""";Yes;5/15/2024 7:44:08 PM;KIDS AREA TICKET;;;;;;;;;;;40.0;1.0;NOT COMPLETE;5/15/2024 6:37:56 PM;;;ab3c69c1-12df-11ef-a511-02b922c01bc9;
Alumni;"""IMBA Oct 2003,Visibility YES,SATURDAY 8 de junio,SUNDAY 9 de junio,SATURDAY GUEST,SUNDAY GUEST""";"""SPAIN,Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ENG,GAW 24,Last Online after 2020""";Yes;5/15/2024 7:44:08 PM;GAW Spring Sale Ticket - ENDED;Yes;2004;International MBA;yes;Spain;International Development and Social Impact ;NO;;;;129.0;1.0;NOT COMPLETE;5/15/2024 8:50:27 PM;;;ab3c69c1-12df-11ef-a511-02b922c01bc9;
Alumni;"""IMBA Oct 2003,Visibility YES,SATURDAY 8 de junio,SUNDAY 9 de junio,SATURDAY GUEST,SUNDAY GUEST""";"""SPAIN,Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ENG,GAW 24,Last Online after 2020""";Yes;5/15/2024 7:44:08 PM;GAW Spring Sale Ticket - ENDED;Yes;2016;Compliance;NO;Spain;Law;NO;;;;129.0;1.0;NOT COMPLETE;5/15/2024 8:50:27 PM;;;ab3c69c1-12df-11ef-a511-02b922c01bc9;
Alumni;"""IMBA Oct 2003,Visibility YES,SATURDAY 8 de junio,SUNDAY 9 de junio,SATURDAY GUEST,SUNDAY GUEST""";"""SPAIN,Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ENG,GAW 24,Last Online after 2020""";Yes;5/15/2024 7:44:08 PM;KIDS AREA TICKET;;;;;;;NO;;;;40.0;1.0;NOT COMPLETE;5/15/2024 8:50:27 PM;;;ab3c69c1-12df-11ef-a511-02b922c01bc9;
Alumni;"""""";"""SPAIN,Programa Master_en,Spanish,non_associate,Madrid,Alumni,Programa Master Oficial_en,MBA (OF),MBAP,Last Online after 2020""";Yes;5/15/2024 11:00:55 PM;Class Reunion Committee Members;Yes;2009;MBA part-time;;Spain;Other;;;;;65.0;1.0;NOT COMPLETE;5/15/2024 9:55:47 PM;;;81103ee8-12fd-11ef-a511-02b922c01bc9;
Alumni;"""IMBA Nov 2013,Visibility YES,Club Leader,FRIDAY June 7th,FRIDAY GUEST,SUNDAY GUEST,SUNDAY 9 de junio,SATURDAY 8 de junio,SATURDAY GUEST,GALA,GALA GUEST""";"""SPAIN,Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ENG,IMBA-ENG NOV-2013""";Yes;1/29/2024 5:49:35 PM;GAW Spring Sale Ticket - ENDED;Yes;2014;International MBA;N3;Spain;Technology ;;;If there’s tables assigned, kindly put Christina & Robert with people from N5. Thanks! ;;129.0;1.0;NOT COMPLETE;5/14/2024 10:37:18 PM;;;7617e5f6-bec5-11ee-af10-0a31732c095b;
Alumni;"""Club Leader,Visibility YES,FRIDAY June 7th,SUNDAY 9 de junio,SATURDAY 8 de junio""";"""SPAIN,MIM-English,Programa Master_en,English,non_associate,Madrid,Alumni,Programa Master Oficial_en""";Yes;5/16/2024 3:48:07 PM;Club Leaders;;;;;;;;;;;50.0;1.0;NOT COMPLETE;05/09/2024 23:53;;;e4dc5159-0e56-11ef-aa7a-02b922c01bc9;
Alumni;"""IMBA Jan 2019,Visibility YES,SUNDAY GUEST,SUNDAY 9 de junio,FRIDAY June 7th,FRIDAY GUEST,SATURDAY 8 de junio,SATURDAY GUEST""";"""ITALY,Programa Master_en,English,associate,Madrid,Alumni,IMBA-ENG,GAW 24,Last Online after 2020""";Yes;5/19/2024 5:59:42 PM;GAW Spring Sale Ticket - ENDED;;;;;;;;;;;129.0;1.0;NOT COMPLETE;5/19/2024 10:29:37 AM;;;4fdb143d-15c2-11ef-a511-02b922c01bc9;
Alumni;"""IMBA Jan 2019,Visibility YES,SUNDAY GUEST,SUNDAY 9 de junio,FRIDAY June 7th,FRIDAY GUEST,SATURDAY 8 de junio,SATURDAY GUEST""";"""ITALY,Programa Master_en,English,associate,Madrid,Alumni,IMBA-ENG,GAW 24,Last Online after 2020""";Yes;5/19/2024 5:59:42 PM;GAW Spring Sale Ticket - ENDED;;;;;;;;;;;129.0;1.0;NOT COMPLETE;5/19/2024 10:29:37 AM;;;4fdb143d-15c2-11ef-a511-02b922c01bc9;
Alumni;"""Visibility YES,FRIDAY GUEST,SATURDAY GUEST""";"""Programa Master_en,English,associate,Croatia,Madrid,Alumni,GAW 24,Last Online after 2020""";Yes;5/19/2024 10:06:45 AM;GAW Spring Sale Ticket - ENDED;;;;;;;;;;;129.0;1.0;NOT COMPLETE;5/18/2024 10:12:25 AM;;;be4de9d7-14f6-11ef-a511-02b922c01bc9;
Alumni;"""Visibility YES,FRIDAY GUEST,SATURDAY GUEST""";"""Programa Master_en,English,associate,Croatia,Madrid,Alumni,GAW 24,Last Online after 2020""";Yes;5/19/2024 10:06:45 AM;GAW Spring Sale Ticket - ENDED;;;;;;;;;;;129.0;1.0;NOT COMPLETE;5/18/2024 10:12:25 AM;;;be4de9d7-14f6-11ef-a511-02b922c01bc9;
Alumni;"""Visibility YES,FRIDAY GUEST,SATURDAY GUEST""";"""Programa Master_en,English,associate,Croatia,Madrid,Alumni,GAW 24,Last Online after 2020""";Yes;5/19/2024 10:06:45 AM;GAW Spring Sale Ticket - ENDED;;;;;;;;;;;129.0;1.0;NOT COMPLETE;5/19/2024 7:17:50 AM;;;be4de9d7-14f6-11ef-a511-02b922c01bc9;
Alumni;"""Visibility YES,FRIDAY GUEST,SATURDAY GUEST""";"""Programa Master_en,English,associate,Croatia,Madrid,Alumni,GAW 24,Last Online after 2020""";Yes;5/19/2024 10:06:45 AM;GAW Spring Sale Ticket - ENDED;;;;;;;;;;;129.0;1.0;NOT COMPLETE;5/19/2024 7:17:50 AM;;;be4de9d7-14f6-11ef-a511-02b922c01bc9;
Alumni;"""Visibility YES,FRIDAY GUEST,SATURDAY GUEST""";"""Programa Master_en,English,associate,Croatia,Madrid,Alumni,GAW 24,Last Online after 2020""";Yes;5/19/2024 10:06:45 AM;GAW Spring Sale Ticket - ENDED;;;;;;;;;;;129.0;1.0;NOT COMPLETE;5/19/2024 7:17:50 AM;;;be4de9d7-14f6-11ef-a511-02b922c01bc9;
Alumni;"""Visibility YES,FRIDAY GUEST,SATURDAY GUEST""";"""Programa Master_en,English,associate,Croatia,Madrid,Alumni,GAW 24,Last Online after 2020""";Yes;5/19/2024 10:06:45 AM;GAW Spring Sale Ticket - ENDED;Yes;2017;Executive MBA English;S2;Croatia;Consulting;N/a;;;;129.0;1.0;NOT COMPLETE;5/19/2024 9:01:59 AM;;;be4de9d7-14f6-11ef-a511-02b922c01bc9;
Alumni;"""Visibility YES,FRIDAY GUEST,SATURDAY GUEST""";"""Programa Master_en,English,associate,Croatia,Madrid,Alumni,GAW 24,Last Online after 2020""";Yes;5/19/2024 10:06:45 AM;GAW Spring Sale Ticket - ENDED;No;Not applicable;Ph.d.;N/a;Croatia;International Development and Social Impact ;N/a;;;;129.0;1.0;NOT COMPLETE;5/19/2024 9:01:59 AM;;;be4de9d7-14f6-11ef-a511-02b922c01bc9;
Alumni;"""Visibility YES,FRIDAY GUEST,SATURDAY GUEST""";"""Programa Master_en,English,associate,Croatia,Madrid,Alumni,GAW 24,Last Online after 2020""";Yes;5/19/2024 10:06:45 AM;GAW Spring Sale Ticket - ENDED;No;Not applicable;N/a;N/a;Croatia;Technology ;N/a;;;;129.0;1.0;NOT COMPLETE;5/19/2024 9:01:59 AM;;;be4de9d7-14f6-11ef-a511-02b922c01bc9;
Alumni;"""GXMBA June 2013,Visibility YES,FRIDAY June 7th,FRIDAY GUEST,SATURDAY 8 de junio,SATURDAY GUEST,SUNDAY 9 de junio,SUNDAY GUEST""";"""Programa Master_en,English,non_associate,Kazakhstan,Madrid,Alumni,GAW 24,Last Online after 2020""";Yes;5/22/2024 5:29:58 AM;GAW Spring Sale Ticket - ENDED;;;;;;;;;;;129.0;1.0;NOT COMPLETE;5/21/2024 12:43:46 PM;;;61ed045e-1767-11ef-a511-02b922c01bc9;
Alumni;"""GXMBA June 2013,Visibility YES,FRIDAY June 7th,FRIDAY GUEST,SATURDAY 8 de junio,SATURDAY GUEST,SUNDAY 9 de junio,SUNDAY GUEST""";"""Programa Master_en,English,non_associate,Kazakhstan,Madrid,Alumni,GAW 24,Last Online after 2020""";Yes;5/22/2024 5:29:58 AM;GAW Spring Sale Ticket - ENDED;;;;;;;;;;;129.0;1.0;NOT COMPLETE;5/21/2024 12:43:46 PM;;;61ed045e-1767-11ef-a511-02b922c01bc9;
Alumni;"""IMBA April 2013,Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio,SUNDAY 9 de junio""";"""INDIA,Programa Master_en,English,non_associate,Alumni,GAW 24,Last Online after 2020""";Yes;5/22/2024 1:42:26 PM;GAW Spring Sale Ticket - ENDED;;;;;;;;;;;129.0;1.0;NOT COMPLETE;5/14/2024 1:30:16 AM;;;22e81c4d-1189-11ef-954d-02b922c01bc9;
Alumni;"""IMBA Nov 2008,FRIDAY June 7th,FRIDAY GUEST""";"""LEBANON,Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ENG,GAW 24,Last Online after 2020""";Yes;5/22/2024 3:55:09 PM;Class Reunion Committee Members;Yes;2009;International MBA;N3;Lebanon;Technology ;Vegan;;;;65.0;1.0;NOT COMPLETE;5/22/2024 3:05:48 PM;;;7a631612-1841-11ef-a511-02b922c01bc9;
Alumni;"""IMBA Nov 2008,FRIDAY June 7th,FRIDAY GUEST""";"""LEBANON,Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ENG,GAW 24,Last Online after 2020""";Yes;5/22/2024 3:55:09 PM;GAW Spring Sale Ticket - ENDED;No;2009;International relations;A;Lebanon;Diversified Industries (FMCG, Healthcare, Industrial, Luxury, Retail, Pharma, Energy, Hospitality, Sports, etc.);Vegan ;;;;129.0;1.0;NOT COMPLETE;5/22/2024 3:05:48 PM;;;7a631612-1841-11ef-a511-02b922c01bc9;
Alumni;"""IMBA Nov 2008,FRIDAY June 7th,FRIDAY GUEST""";"""LEBANON,Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ENG,GAW 24,Last Online after 2020""";Yes;5/22/2024 3:55:09 PM;Class Reunion Committee Members;Yes;2009;International MBA;N3;Lebanon;Technology ;Vegan;;;;65.0;1.0;NOT COMPLETE;5/23/2024 9:45:44 AM;;;7a631612-1841-11ef-a511-02b922c01bc9;
Alumni;"""IMBA Nov 2008,FRIDAY June 7th,FRIDAY GUEST""";"""LEBANON,Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ENG,GAW 24,Last Online after 2020""";Yes;5/22/2024 3:55:09 PM;GAW Spring Sale Ticket - ENDED;No;2009;MR International Relations;A;Lebanon;Diversified Industries (FMCG, Healthcare, Industrial, Luxury, Retail, Pharma, Energy, Hospitality, Sports, etc.);Vegan;;;;129.0;1.0;NOT COMPLETE;5/23/2024 9:45:44 AM;;;7a631612-1841-11ef-a511-02b922c01bc9;
Staff;"""Staff,FRIDAY June 7th,SATURDAY 8 de junio""";"""Bootcamps,associate,Madrid,Staff,COMITÉ,GAW 24,Last Online after 2020""";Yes;5/23/2024 11:30:17 AM;Class Reunion Committee Members;Yes;Not applicable;;MBA;Spain;Finance;wwww;;;;65.0;1.0;NOT COMPLETE;5/23/2024 10:28:44 AM;;;d9d3c11c-18e6-11ef-a511-02b922c01bc9;
Alumni;"""IMBA Oct 2003,Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio,SUNDAY 9 de junio""";"""MEXICO,Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ENG,GAW 24,Last Online after 2020""";Yes;5/20/2024 6:40:44 AM;GAW Spring Sale Ticket - ENDED;Yes;2004;International MBA;S3;Mexico;Real Estate / Arquitecture / Design;NO;;IT SHOULD BE EASIER TO BUY TICKETS ,  TOOK ME 10 EMAILS TO GET BACK TO MY ACCOUNT DETAILS SET 20 YEARS AGO.  FOR ME , ITS EASIER TO BUY A BUILDING THAN THIS TICKET.;;129.0;1.0;NOT COMPLETE;5/20/2024 5:38:01 AM;;;bd5fd2bb-1662-11ef-a511-02b922c01bc9;
Alumni;"""GXMBA June 2013,Visibility YES,FRIDAY June 7th,SUNDAY 9 de junio,SATURDAY 8 de junio""";"""Programa Master_en,English,non_associate,Ukraine,Madrid,Alumni,GXMBA,GXMBA JUN-2013""";Yes;5/24/2024 4:45:46 PM;Class Reunion Committee Members;Yes;2014;Global Executive MBA;;Portugal;Real Estate / Arquitecture / Design;No;;;;65.0;1.0;NOT COMPLETE;5/24/2024 3:41:32 PM;;;b68242c4-19db-11ef-a511-02b922c01bc9;
Alumni;"""GXMBA June 2013,Visibility YES,FRIDAY June 7th,SUNDAY 9 de junio,SATURDAY 8 de junio""";"""Programa Master_en,English,non_associate,Ukraine,Madrid,Alumni,GXMBA,GXMBA JUN-2013""";Yes;5/24/2024 4:45:46 PM;Class Reunion Committee Members;Yes;2014;Global Executive MBA;;Portugal;Real Estate / Arquitecture / Design;No;;;;65.0;1.0;NOT COMPLETE;5/24/2024 4:09:13 PM;;;b68242c4-19db-11ef-a511-02b922c01bc9;
Alumni;"""IMBA Nov 2013,Visibility YES,FRIDAY June 7th""";"""Programa Master_en,Spanish,non_associate,Madrid,Alumni,IMBA-ENG,GAW 24,Last Online after 2020""";Yes;04/12/2024 0:54;GAW Spring Sale Ticket - ENDED;Yes;2014;International MBA;N2;Canada;Finance;;;;;129.0;1.0;NOT COMPLETE;04/11/2024 23:50;;;d415023a-f855-11ee-b011-0a31732c095b;
Alumni;"""IMBA Nov 2013,Visibility YES,FRIDAY June 7th""";"""Programa Master_en,Spanish,non_associate,Madrid,Alumni,IMBA-ENG,GAW 24,Last Online after 2020""";Yes;04/12/2024 0:54;Gala Dinner Spring Sale Ticket - ENDED;Yes;2014;IMBA;N2;Canada;;Nons;;;;179.0;1.0;NOT COMPLETE;04/11/2024 23:50;;;d415023a-f855-11ee-b011-0a31732c095b;
Alumni;"""IMBA Nov 2013,Visibility YES,FRIDAY June 7th""";"""Programa Master_en,Spanish,non_associate,Madrid,Alumni,IMBA-ENG,GAW 24,Last Online after 2020""";Yes;04/12/2024 0:54;GAW Spring Sale Ticket - ENDED;Yes;2014;International MBA;N2;Canada;Finance;;;;;129.0;1.0;NOT COMPLETE;4/14/2024 7:46:05 PM;;;d415023a-f855-11ee-b011-0a31732c095b;
Alumni;"""IMBA Nov 2013,Visibility YES,FRIDAY June 7th""";"""Programa Master_en,Spanish,non_associate,Madrid,Alumni,IMBA-ENG,GAW 24,Last Online after 2020""";Yes;04/12/2024 0:54;Gala Dinner Spring Sale Ticket - ENDED;Yes;2014;IMBA;N2;Canada;;;;;;179.0;1.0;NOT COMPLETE;4/14/2024 7:46:06 PM;;;d415023a-f855-11ee-b011-0a31732c095b;
Alumni;"""IMBA Jan 2019,Visibility YES,Club Leader,FRIDAY June 7th,FRIDAY GUEST""";"""ECUADOR,Programa Master_en,English,associate,Madrid,Alumni,IMBA-ENG""";Yes;5/26/2024 8:59:15 PM;Club Leaders;;;;;;;;;;;50.0;1.0;NOT COMPLETE;2/22/2024 3:36:06 PM;;;1814bdb0-d198-11ee-a691-02b922c01bc9;
Graduate Student;"""FRIDAY June 7th""";"""SPAIN,Programa Master_en,English,non_associate,Madrid,Student,IMBA-ENG15 ENE-2024,IMBA-ENG15,GAW 24,Last Online after 2020""";Yes;5/26/2024 9:11:17 PM;GAW Spring Sale Ticket - ENDED;;;;;;;;;;;129.0;1.0;NOT COMPLETE;5/16/2024 11:01:09 AM;;;37ef129e-136b-11ef-a511-02b922c01bc9;
Graduate Student;"""FRIDAY June 7th""";"""SPAIN,Programa Master_en,English,non_associate,Madrid,Student,IMBA-ENG15 ENE-2024,IMBA-ENG15,GAW 24,Last Online after 2020""";Yes;5/26/2024 9:11:17 PM;Gala Dinner Spring Sale Ticket - ENDED;;;;;;;;;;;179.0;1.0;NOT COMPLETE;5/16/2024 11:01:09 AM;;;37ef129e-136b-11ef-a511-02b922c01bc9;
Alumni;"""Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio,SUNDAY 9 de junio""";"""SWITZERLAND,Programa Master_en,English,non_associate,Madrid,Alumni,IEBEXMBA,IEBEXMBA MAR-2015""";Yes;5/28/2024 3:57:26 PM;GAW Spring Sale Ticket - ENDED;Yes;2016;IE Brown Executive MBA;;United States Of America;International Development and Social Impact ;;;Really interested in all events related to international development, health, climate, and technology! Also actively looking for a job at the moment, as any career related events particularly interesting as well.;;129.0;1.0;NOT COMPLETE;5/28/2024 2:46:13 PM;;;a610feed-1cf8-11ef-81b6-02b922c01bc9;
Undergraduate Student;"""Volunteer,FRIDAY June 7th,SATURDAY 8 de junio""";"""SPAIN,Degree,English,non_associate,Madrid,Student,BDBA MAD SEP-2023,BDBA MAD,BDBA,CL officers mixer 2024,SciTech - Bach,Sophomore""";Yes;5/28/2024 7:16:44 PM;Volunteers;;;;;;;;Networking sessions,Masterclasses,Campus Tours;;;0.0;1.0;NOT COMPLETE;5/27/2024 4:50:22 PM;;;c12b2dcd-1c3c-11ef-a511-02b922c01bc9;
Graduate Student;"""Volunteer,SATURDAY 8 de junio,FRIDAY June 7th""";"""JAPAN,Programa Master_en,English,non_associate,Madrid,Student,IMBA-ENG15 ENE-2024,IMBA-ENG15,GAW 24,Last Online after 2020""";Yes;5/28/2024 9:53:03 PM;Volunteers;;;;;;;;Registration,Masterclasses;;;0.0;1.0;NOT COMPLETE;5/28/2024 2:54:57 PM;;;a415dbf8-1cf5-11ef-81b6-02b922c01bc9;
